epoc (ms),timestamp (-05:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1520279659817,2018-03-05T14.54.19.817,0.0,-0.30517578125,1.46484375,0.0
1520279659817,2018-03-05T14.54.19.817,0.0,-1.03759765625,-0.67138671875,0.18310546875
1520279659817,2018-03-05T14.54.19.817,0.0,-1.0986328125,-0.42724609375,0.42724609375
1520279659876,2018-03-05T14.54.19.876,0.0594429969787598,-1.40380859375,-0.3662109375,0.244140625
1520279659876,2018-03-05T14.54.19.876,0.0594429969787598,-1.28173828125,-0.42724609375,0.3662109375
1520279659876,2018-03-05T14.54.19.876,0.0594429969787598,-1.40380859375,-0.48828125,0.3662109375
1520279659878,2018-03-05T14.54.19.878,0.0612291097640991,-1.64794921875,-0.6103515625,0.3662109375
1520279659878,2018-03-05T14.54.19.878,0.0612291097640991,-1.52587890625,-0.48828125,0.244140625
1520279659878,2018-03-05T14.54.19.878,0.0612291097640991,-0.9765625,-0.3662109375,0.244140625
1520279659907,2018-03-05T14.54.19.907,0.0900180339813232,-0.6103515625,-0.42724609375,0.244140625
1520279659907,2018-03-05T14.54.19.907,0.0900180339813232,-0.48828125,-0.30517578125,0.244140625
1520279659907,2018-03-05T14.54.19.907,0.0900180339813232,-0.67138671875,-0.30517578125,0.244140625
1520279659937,2018-03-05T14.54.19.937,0.12006402015686,-0.79345703125,-0.54931640625,0.244140625
1520279659937,2018-03-05T14.54.19.937,0.12006402015686,-0.9765625,-0.54931640625,0.1220703125
1520279659937,2018-03-05T14.54.19.937,0.12006402015686,-1.0986328125,-0.42724609375,0.1220703125
1520279659967,2018-03-05T14.54.19.967,0.15000307559967,-1.03759765625,-0.42724609375,0.1220703125
1520279659967,2018-03-05T14.54.19.967,0.15000307559967,-0.91552734375,-0.6103515625,0.1220703125
1520279659967,2018-03-05T14.54.19.967,0.15000307559967,-0.8544921875,-0.79345703125,0.18310546875
1520279659997,2018-03-05T14.54.19.997,0.179971098899841,-0.9765625,-0.67138671875,0.244140625
1520279659997,2018-03-05T14.54.19.997,0.179971098899841,-1.0986328125,-0.732421875,0.3662109375
1520279659997,2018-03-05T14.54.19.997,0.179971098899841,-0.8544921875,-0.732421875,0.244140625
1520279660027,2018-03-05T14.54.20.027,0.210275053977966,-0.42724609375,-0.6103515625,0.18310546875
1520279660027,2018-03-05T14.54.20.027,0.210275053977966,0.0,-0.42724609375,0.244140625
1520279660027,2018-03-05T14.54.20.027,0.210275053977966,0.06103515625,-0.42724609375,0.244140625
1520279660058,2018-03-05T14.54.20.058,0.240661025047302,-0.244140625,-0.48828125,0.244140625
1520279660058,2018-03-05T14.54.20.058,0.240661025047302,-0.6103515625,-0.6103515625,0.244140625
1520279660058,2018-03-05T14.54.20.058,0.240661025047302,-0.67138671875,-0.48828125,0.30517578125
1520279660088,2018-03-05T14.54.20.088,0.271121025085449,-0.3662109375,-0.54931640625,0.244140625
1520279660088,2018-03-05T14.54.20.088,0.271121025085449,-0.30517578125,-0.732421875,0.18310546875
1520279660088,2018-03-05T14.54.20.088,0.271121025085449,-0.54931640625,-0.67138671875,0.244140625
1520279660117,2018-03-05T14.54.20.117,0.30016303062439,-0.8544921875,-0.54931640625,0.244140625
1520279660117,2018-03-05T14.54.20.117,0.30016303062439,-1.0986328125,-0.6103515625,0.3662109375
1520279660117,2018-03-05T14.54.20.117,0.30016303062439,-0.91552734375,-0.6103515625,0.30517578125
1520279660147,2018-03-05T14.54.20.147,0.330265045166016,-0.3662109375,-0.6103515625,0.244140625
1520279660147,2018-03-05T14.54.20.147,0.330265045166016,-0.30517578125,-0.48828125,0.244140625
1520279660147,2018-03-05T14.54.20.147,0.330265045166016,-0.30517578125,-0.30517578125,0.244140625
1520279660177,2018-03-05T14.54.20.177,0.360295057296753,-0.18310546875,-0.3662109375,0.244140625
1520279660177,2018-03-05T14.54.20.177,0.360295057296753,-0.30517578125,-0.3662109375,0.244140625
1520279660177,2018-03-05T14.54.20.177,0.360295057296753,-0.30517578125,-0.30517578125,0.30517578125
1520279660207,2018-03-05T14.54.20.207,0.390164017677307,-0.48828125,-0.18310546875,0.30517578125
1520279660207,2018-03-05T14.54.20.207,0.390164017677307,-0.48828125,-0.06103515625,0.30517578125
1520279660207,2018-03-05T14.54.20.207,0.390164017677307,-0.30517578125,-0.18310546875,0.244140625
