time,heading,pitch,roll,yaw,
14,134.17502,171.13728,-80.398026,134.17502,
16,134.34943,171.11073,-80.38109,134.34943,
31,134.38503,171.09775,-80.373695,134.38503,
41,134.41956,171.08386,-80.3668,134.41956,
43,134.48253,171.06992,-80.36096,134.48253,
52,134.51227,171.05667,-80.35622,134.51227,
64,134.54466,171.04277,-80.3514,134.54466,
66,134.58018,171.02939,-80.34727,134.58018,
76,134.61475,171.01721,-80.3449,134.61475,
78,134.64673,171.00552,-80.34348,134.64673,
109,134.68073,170.99199,-80.34039,134.68073,
111,134.71107,170.97864,-80.337364,134.71107,
122,134.44733,170.96608,-80.33455,134.44733,
131,134.46321,170.95552,-80.333176,134.46321,
133,134.4699,170.94583,-80.33204,134.4699,
144,134.47592,170.93658,-80.33181,134.47592,
145,134.47545,170.9333,-80.33687,134.47545,
155,134.4824,170.9234,-80.33583,134.4824,
165,134.48936,170.91354,-80.334656,134.48936,
167,134.49712,170.90283,-80.332306,134.49712,
178,134.32527,170.89078,-80.329285,134.32527,
189,134.34177,170.87897,-80.32661,134.34177,
200,134.35042,170.86716,-80.32394,134.35042,
223,134.36609,170.85469,-80.320145,134.36609,
233,134.38159,170.84358,-80.316895,134.38159,
234,134.38896,170.83342,-80.3144,134.38896,
256,134.39626,170.82333,-80.311844,134.39626,
268,134.40399,170.81294,-80.30841,134.40399,
279,134.54765,170.80424,-80.30599,134.54765,
283,134.55315,170.79596,-80.3039,134.55315,
300,134.55817,170.788,-80.30216,134.55817,
311,134.56332,170.77992,-80.30012,134.56332,
313,134.57466,170.77116,-80.29735,134.57466,
323,134.58192,170.761,-80.293236,134.58192,
325,134.5963,170.75021,-80.28878,134.5963,
338,134.61366,170.7388,-80.28446,134.61366,
346,134.7506,170.72717,-80.27995,134.7506,
358,134.77536,170.71454,-80.27443,134.77536,
359,134.80354,170.70187,-80.269264,134.80354,
376,134.83064,170.6892,-80.26413,134.83064,
392,134.86183,170.6761,-80.2583,134.86183,
401,134.88216,170.6638,-80.25241,134.88216,
413,134.90157,170.6517,-80.24627,134.90157,
416,134.92102,170.63945,-80.23971,134.92102,
425,134.93016,170.62672,-80.23246,134.93016,
447,134.95053,170.61513,-80.22585,134.95053,
449,134.96758,170.60399,-80.219086,134.96758,
459,134.97647,170.59398,-80.21316,134.97647,
461,134.98845,170.58319,-80.206314,134.98845,
