time,x,y,z,
20,-0.9082031,-0.24560547,-0.025878906,
23,-0.9238281,-0.22167969,-0.0126953125,
27,-0.9477539,-0.22216797,-0.012207031,
42,-0.9716797,-0.26220703,-0.057617188,
43,-0.9897461,-0.29736328,-0.106933594,
50,-0.98339844,-0.31347656,-0.13378906,
61,-0.96484375,-0.33154297,-0.16845703,
72,-0.93652344,-0.38427734,-0.19238281,
84,-0.91064453,-0.38671875,-0.19189453,
95,-0.90185547,-0.3305664,-0.1694336,
96,-0.9111328,-0.29101562,-0.14794922,
106,-0.93603516,-0.26220703,-0.110839844,
117,-0.95214844,-0.25195312,-0.08105469,
128,-0.953125,-0.24609375,-0.060058594,
140,-0.9589844,-0.25390625,-0.045898438,
151,-0.96240234,-0.27978516,-0.05908203,
163,-0.9863281,-0.29882812,-0.08105469,
174,-0.9941406,-0.30126953,-0.087402344,
176,-0.9794922,-0.29052734,-0.09667969,
186,-0.9550781,-0.32128906,-0.10498047,
196,-0.953125,-0.35107422,-0.10839844,
208,-0.95410156,-0.34716797,-0.12597656,
219,-0.9501953,-0.33251953,-0.12207031,
230,-0.94970703,-0.33154297,-0.106933594,
241,-0.92529297,-0.3359375,-0.10644531,
253,-0.9248047,-0.30615234,-0.09667969,
257,-0.94140625,-0.2680664,-0.079589844,
264,-0.94091797,-0.2602539,-0.08251953,
275,-0.9458008,-0.26611328,-0.095703125,
286,-0.95214844,-0.27978516,-0.11425781,
298,-0.94628906,-0.29296875,-0.13232422,
309,-0.9428711,-0.29638672,-0.1303711,
331,-0.9472656,-0.33154297,-0.11376953,
334,-0.9399414,-0.35546875,-0.10253906,
341,-0.93310547,-0.34960938,-0.08691406,
345,-0.93847656,-0.33496094,-0.06542969,
353,-0.9321289,-0.33007812,-0.06933594,
365,-0.92041016,-0.32128906,-0.080078125,
376,-0.93359375,-0.31152344,-0.092285156,
387,-0.96240234,-0.32666016,-0.10986328,
398,-0.98535156,-0.32226562,-0.11621094,
409,-0.9819336,-0.31298828,-0.12841797,
421,-0.96435547,-0.29833984,-0.1274414,
422,-0.9379883,-0.328125,-0.12988281,
433,-0.9194336,-0.33544922,-0.11376953,
443,-0.90771484,-0.33398438,-0.10644531,
455,-0.9140625,-0.33203125,-0.10839844,
467,-0.92089844,-0.32861328,-0.103515625,
478,-0.92578125,-0.32714844,-0.09326172,
489,-0.9448242,-0.32421875,-0.076660156,
500,-0.9589844,-0.32128906,-0.08203125,
505,-0.96728516,-0.30664062,-0.076660156,
513,-0.9580078,-0.2939453,-0.06933594,
525,-0.9375,-0.3071289,-0.07519531,
551,-0.93115234,-0.31933594,-0.079589844,
552,-0.91845703,-0.3232422,-0.08691406,
557,-0.9189453,-0.32910156,-0.09667969,
568,-0.9238281,-0.3330078,-0.100097656,
580,-0.93603516,-0.31445312,-0.11376953,
583,-0.94970703,-0.31445312,-0.12646484,
590,-0.95166016,-0.32617188,-0.1381836,
601,-0.94628906,-0.33007812,-0.15332031,
620,-0.9345703,-0.34326172,-0.16503906,
624,-0.92285156,-0.34521484,-0.16357422,
636,-0.9067383,-0.33740234,-0.15283203,
648,-0.9165039,-0.3383789,-0.1328125,
657,-0.93603516,-0.3544922,-0.115722656,
659,-0.96972656,-0.34326172,-0.091796875,
