epoc (ms),timestamp (-05:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1520124411300,2018-03-03T19.46.51.300,0.0,-0.88671875,0.29736328125,0.2451171875
1520124411300,2018-03-03T19.46.51.300,0.0,-0.89501953125,0.29833984375,0.2431640625
1520124411300,2018-03-03T19.46.51.300,0.0,-0.89501953125,0.29736328125,0.2431640625
1520124411331,2018-03-03T19.46.51.331,0.0305720567703247,-0.89501953125,0.29736328125,0.24267578125
1520124411331,2018-03-03T19.46.51.331,0.0305720567703247,-0.892578125,0.296875,0.24365234375
1520124411331,2018-03-03T19.46.51.331,0.0305720567703247,-0.892578125,0.29931640625,0.24560546875
1520124411361,2018-03-03T19.46.51.361,0.0605909824371338,-0.89501953125,0.298828125,0.24267578125
1520124411361,2018-03-03T19.46.51.361,0.0605909824371338,-0.892578125,0.3017578125,0.2431640625
1520124411361,2018-03-03T19.46.51.361,0.0605909824371338,-0.890625,0.30029296875,0.244140625
1520124411391,2018-03-03T19.46.51.391,0.0908100605010986,-0.89404296875,0.29833984375,0.24462890625
1520124411391,2018-03-03T19.46.51.391,0.0908100605010986,-0.896484375,0.3017578125,0.24658203125
1520124411391,2018-03-03T19.46.51.391,0.0908100605010986,-0.89404296875,0.3037109375,0.24365234375
1520124411421,2018-03-03T19.46.51.421,0.120758056640625,-0.89208984375,0.291015625,0.23974609375
1520124411421,2018-03-03T19.46.51.421,0.120758056640625,-0.8876953125,0.29833984375,0.24609375
1520124411421,2018-03-03T19.46.51.421,0.120758056640625,-0.89208984375,0.30126953125,0.24609375
1520124411451,2018-03-03T19.46.51.451,0.150748014450073,-0.890625,0.298828125,0.24560546875
1520124411451,2018-03-03T19.46.51.451,0.150748014450073,-0.89208984375,0.2978515625,0.2451171875
1520124411451,2018-03-03T19.46.51.451,0.150748014450073,-0.8916015625,0.29931640625,0.24609375
1520124411482,2018-03-03T19.46.51.482,0.181889057159424,-0.89111328125,0.2978515625,0.24609375
1520124411482,2018-03-03T19.46.51.482,0.181889057159424,-0.892578125,0.29833984375,0.24365234375
1520124411482,2018-03-03T19.46.51.482,0.181889057159424,-0.890625,0.298828125,0.24658203125
1520124411511,2018-03-03T19.46.51.511,0.211366057395935,-0.89111328125,0.29931640625,0.24609375
1520124411511,2018-03-03T19.46.51.511,0.211366057395935,-0.89111328125,0.298828125,0.24365234375
1520124411511,2018-03-03T19.46.51.511,0.211366057395935,-0.8896484375,0.29833984375,0.244140625
1520124411542,2018-03-03T19.46.51.542,0.24164605140686,-0.888671875,0.2998046875,0.24560546875
1520124411542,2018-03-03T19.46.51.542,0.24164605140686,-0.89013671875,0.30029296875,0.24609375
1520124411542,2018-03-03T19.46.51.542,0.24164605140686,-0.89111328125,0.29638671875,0.2470703125
1520124411570,2018-03-03T19.46.51.570,0.270384073257446,-0.890625,0.298828125,0.24560546875
1520124411570,2018-03-03T19.46.51.570,0.270384073257446,-0.8916015625,0.2998046875,0.24560546875
1520124411570,2018-03-03T19.46.51.570,0.270384073257446,-0.89306640625,0.30126953125,0.24365234375
1520124411601,2018-03-03T19.46.51.601,0.300804018974304,-0.89111328125,0.2978515625,0.24365234375
1520124411601,2018-03-03T19.46.51.601,0.300804018974304,-0.89013671875,0.2978515625,0.24609375
1520124411601,2018-03-03T19.46.51.601,0.300804018974304,-0.89111328125,0.298828125,0.2431640625
1520124411632,2018-03-03T19.46.51.632,0.332280993461609,-0.890625,0.296875,0.2421875
1520124411632,2018-03-03T19.46.51.632,0.332280993461609,-0.89208984375,0.29931640625,0.24560546875
1520124411632,2018-03-03T19.46.51.632,0.332280993461609,-0.89306640625,0.29833984375,0.2451171875
1520124411660,2018-03-03T19.46.51.660,0.360436081886292,-0.89404296875,0.29736328125,0.24560546875
1520124411660,2018-03-03T19.46.51.660,0.360436081886292,-0.89501953125,0.29833984375,0.248046875
1520124411660,2018-03-03T19.46.51.660,0.360436081886292,-0.890625,0.29931640625,0.24658203125
1520124411691,2018-03-03T19.46.51.691,0.39129102230072,-0.890625,0.29931640625,0.2451171875
1520124411691,2018-03-03T19.46.51.691,0.39129102230072,-0.892578125,0.29931640625,0.24462890625
1520124411691,2018-03-03T19.46.51.691,0.39129102230072,-0.8896484375,0.29833984375,0.2451171875
1520124411723,2018-03-03T19.46.51.723,0.422859072685242,-0.89453125,0.29736328125,0.24609375
1520124411723,2018-03-03T19.46.51.723,0.422859072685242,-0.890625,0.29931640625,0.24609375
1520124411723,2018-03-03T19.46.51.723,0.422859072685242,-0.888671875,0.29931640625,0.24609375
1520124411749,2018-03-03T19.46.51.749,0.44941508769989,-0.8896484375,0.2998046875,0.2470703125
1520124411749,2018-03-03T19.46.51.749,0.44941508769989,-0.89111328125,0.29833984375,0.24951171875
1520124411749,2018-03-03T19.46.51.749,0.44941508769989,-0.890625,0.29833984375,0.2470703125
1520124411779,2018-03-03T19.46.51.779,0.479511022567749,-0.890625,0.2998046875,0.24658203125
1520124411779,2018-03-03T19.46.51.779,0.479511022567749,-0.888671875,0.29931640625,0.248046875
1520124411779,2018-03-03T19.46.51.779,0.479511022567749,-0.88818359375,0.30029296875,0.24755859375
1520124411809,2018-03-03T19.46.51.809,0.509415030479431,-0.89111328125,0.29931640625,0.248046875
1520124411809,2018-03-03T19.46.51.809,0.509415030479431,-0.88916015625,0.2978515625,0.24951171875
1520124411809,2018-03-03T19.46.51.809,0.509415030479431,-0.8896484375,0.298828125,0.2490234375
1520124411840,2018-03-03T19.46.51.840,0.539725065231323,-0.89111328125,0.2998046875,0.24658203125
